co_mun,no_mun,ano,fonte,variavel,ensino_rede,ensino_tipo,valor
2706307,Palmeira dos Índios,2019,censo_escolar,Matrícula,Total,Educação Profissional,5090.0
2706307,Palmeira dos Índios,2019,censo_escolar,Escolas,Total,Educação Profissional,50.0
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Aprovação,Estadual,Ensino Fundamental,95.00
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Reprovação,Estadual,Ensino Fundamental,3.50
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Abandono,Estadual,Ensino Fundamental,1.50
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Aprovação,Municipal,Ensino Fundamental,95.00
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Reprovação,Municipal,Ensino Fundamental,3.50
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Abandono,Municipal,Ensino Fundamental,1.50
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Aprovação,Federal,Ensino Fundamental,95.00
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Reprovação,Federal,Ensino Fundamental,3.50
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Abandono,Federal,Ensino Fundamental,1.50
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Aprovação,Privada,Ensino Fundamental,95.00
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Reprovação,Privada,Ensino Fundamental,3.50
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Abandono,Privada,Ensino Fundamental,1.50
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Aprovação,Pública,Ensino Fundamental,95.00
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Reprovação,Pública,Ensino Fundamental,3.50
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Abandono,Pública,Ensino Fundamental,1.50
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Aprovação,Total,Ensino Fundamental,95.00
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Reprovação,Total,Ensino Fundamental,3.50
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Abandono,Total,Ensino Fundamental,1.50
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Aprovação,Estadual,Ensino Médio,95.00
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Reprovação,Estadual,Ensino Médio,3.50
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Abandono,Estadual,Ensino Médio,1.50
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Aprovação,Municipal,Ensino Médio,95.00
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Reprovação,Municipal,Ensino Médio,3.50
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Abandono,Municipal,Ensino Médio,1.50
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Aprovação,Federal,Ensino Médio,95.00
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Reprovação,Federal,Ensino Médio,3.50
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Abandono,Federal,Ensino Médio,1.50
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Aprovação,Privada,Ensino Médio,95.00
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Reprovação,Privada,Ensino Médio,3.50
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Abandono,Privada,Ensino Médio,1.50
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Aprovação,Pública,Ensino Médio,95.00
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Reprovação,Pública,Ensino Médio,3.50
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Abandono,Pública,Ensino Médio,1.50
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Aprovação,Total,Ensino Médio,95.00
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Reprovação,Total,Ensino Médio,3.50
2706307,Palmeira dos Índios,2019,indicadores_rendimento,Taxa de Abandono,Total,Ensino Médio,1.50
2706307,Palmeira dos Índios,2021,censo_escolar,Matrícula,Estadual,Educação Infantil,1610.0
2706307,Palmeira dos Índios,2021,censo_escolar,Escolas,Estadual,Educação Infantil,15.0
2706307,Palmeira dos Índios,2021,censo_escolar,Matrícula,Municipal,Educação Infantil,2000.0
2706307,Palmeira dos Índios,2021,censo_escolar,Escolas,Municipal,Educação Infantil,20.0
2706307,Palmeira dos Índios,2021,censo_escolar,Matrícula,Federal,Educação Infantil,0.0
2706307,Palmeira dos Índios,2021,censo_escolar,Escolas,Federal,Educação Infantil,0.0
2706307,Palmeira dos Índios,2021,censo_escolar,Matrícula,Privada,Educação Infantil,1500.0
2706307,Palmeira dos Índios,2021,censo_escolar,Escolas,Privada,Educação Infantil,15.0
2706307,Palmeira dos Índios,2021,censo_escolar,Matrícula,Pública,Educação Infantil,3610.0
2706307,Palmeira dos Índios,2021,censo_escolar,Escolas,Pública,Educação Infantil,35.0
2706307,Palmeira dos Índios,2021,censo_escolar,Matrícula,Total,Educação Infantil,5110.0
2706307,Palmeira dos Índios,2021,censo_escolar,Escolas,Total,Educação Infantil,50.0
2706307,Palmeira dos Índios,2021,censo_escolar,Matrícula,Estadual,Ensino Fundamental,1610.0
2706307,Palmeira dos Índios,2021,censo_escolar,Escolas,Estadual,Ensino Fundamental,15.0
2706307,Palmeira dos Índios,2021,censo_escolar,Matrícula,Municipal,Ensino Fundamental,2000.0
2706307,Palmeira dos Índios,2021,censo_escolar,Escolas,Municipal,Ensino Fundamental,20.0
2706307,Palmeira dos Índios,2021,censo_escolar,Matrícula,Federal,Ensino Fundamental,0.0
2706307,Palmeira dos Índios,2021,censo_escolar,Escolas,Federal,Ensino Fundamental,0.0
2706307,Palmeira dos Índios,2021,censo_escolar,Matrícula,Privada,Ensino Fundamental,1500.0
2706307,Palmeira dos Índios,2021,censo_escolar,Escolas,Privada,Ensino Fundamental,15.0
2706307,Palmeira dos Índios,2021,censo_escolar,Matrícula,Pública,Ensino Fundamental,3610.0
2706307,Palmeira dos Índios,2021,censo_escolar,Escolas,Pública,Ensino Fundamental,35.0
2706307,Palmeira dos Índios,2021,censo_escolar,Matrícula,Total,Ensino Fundamental,5110.0
2706307,Palmeira dos Índios,2021,censo_escolar,Escolas,Total,Ensino Fundamental,50.0
2706307,Palmeira dos Índios,2021,censo_escolar,Matrícula,Estadual,Ensino Médio,1610.0
2706307,Palmeira dos Índios,2021,censo_escolar,Escolas,Estadual,Ensino Médio,15.0
2706307,Palmeira dos Índios,2021,censo_escolar,Matrícula,Municipal,Ensino Médio,2000.0
2706307,Palmeira dos Índios,2021,censo_escolar,Escolas,Municipal,Ensino Médio,20.0
2706307,Palmeira dos Índios,2021,censo_escolar,Matrícula,Federal,Ensino Médio,0.0
2706307,Palmeira dos Índios,2021,censo_escolar,Escolas,Federal,Ensino Médio,0.0
2706307,Palmeira dos Índios,2021,censo_escolar,Matrícula,Privada,Ensino Médio,1500.0
2706307,Palmeira dos Índios,2021,censo_escolar,Escolas,Privada,Ensino Médio,15.0
2706307,Palmeira dos Índios,2021,censo_escolar,Matrícula,Pública,Ensino Médio,3610.0
2706307,Palmeira dos Índios,2021,censo_escolar,Escolas,Pública,Ensino Médio,35.0
2706307,Palmeira dos Índios,2021,censo_escolar,Matrícula,Total,Ensino Médio,5110.0
2706307,Palmeira dos Índios,2021,censo_escolar,Escolas,Total,Ensino Médio,50.0
2706307,Palmeira dos Índios,2021,censo_escolar,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),1610.0
2706307,Palmeira dos Índios,2021,censo_escolar,Escolas,Estadual,Educação de Jovens e Adultos (EJA),15.0
2706307,Palmeira dos Índios,2021,censo_escolar,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),2000.0
2706307,Palmeira dos Índios,2021,censo_escolar,Escolas,Municipal,Educação de Jovens e Adultos (EJA),20.0
2706307,Palmeira dos Índios,2021,censo_escolar,Matrícula,Federal,Educação de Jovens e Adultos (EJA),0.0
2706307,Palmeira dos Índios,2021,censo_escolar,Escolas,Federal,Educação de Jovens e Adultos (EJA),0.0
2706307,Palmeira dos Índios,2021,censo_escolar,Matrícula,Privada,Educação de Jovens e Adultos (EJA),1500.0
2706307,Palmeira dos Índios,2021,censo_escolar,Escolas,Privada,Educação de Jovens e Adultos (EJA),15.0
2706307,Palmeira dos Índios,2021,censo_escolar,Matrícula,Pública,Educação de Jovens e Adultos (EJA),3610.0
2706307,Palmeira dos Índios,2021,censo_escolar,Escolas,Pública,Educação de Jovens e Adultos (EJA),35.0
2706307,Palmeira dos Índios,2021,censo_escolar,Matrícula,Total,Educação de Jovens e Adultos (EJA),5110.0
2706307,Palmeira dos Índios,2021,censo_escolar,Escolas,Total,Educação de Jovens e Adultos (EJA),50.0
2706307,Palmeira dos Índios,2021,censo_escolar,Matrícula,Estadual,Educação Profissional,1610.0
2706307,Palmeira dos Índios,2021,censo_escolar,Escolas,Estadual,Educação Profissional,15.0
2706307,Palmeira dos Índios,2021,censo_escolar,Matrícula,Municipal,Educação Profissional,2000.0
2706307,Palmeira dos Índios,2021,censo_escolar,Escolas,Municipal,Educação Profissional,20.0
2706307,Palmeira dos Índios,2021,censo_escolar,Matrícula,Federal,Educação Profissional,0.0
2706307,Palmeira dos Índios,2021,censo_escolar,Escolas,Federal,Educação Profissional,0.0
2706307,Palmeira dos Índios,2021,censo_escolar,Matrícula,Privada,Educação Profissional,1500.0
2706307,Palmeira dos Índios,2021,censo_escolar,Escolas,Privada,Educação Profissional,15.0
2706307,Palmeira dos Índios,2021,censo_escolar,Matrícula,Pública,Educação Profissional,3610.0
2706307,Palmeira dos Índios,2021,censo_escolar,Escolas,Pública,Educação Profissional,35.0
2706307,Palmeira dos Índios,2021,censo_escolar,Matrícula,Total,Educação Profissional,5110.0
2706307,Palmeira dos Índios,2021,censo_escolar,Escolas,Total,Educação Profissional,50.0
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Aprovação,Estadual,Ensino Fundamental,95.00
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Reprovação,Estadual,Ensino Fundamental,3.50
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Abandono,Estadual,Ensino Fundamental,1.50
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Aprovação,Municipal,Ensino Fundamental,95.00
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Reprovação,Municipal,Ensino Fundamental,3.50
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Abandono,Municipal,Ensino Fundamental,1.50
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Aprovação,Federal,Ensino Fundamental,95.00
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Reprovação,Federal,Ensino Fundamental,3.50
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Abandono,Federal,Ensino Fundamental,1.50
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Aprovação,Privada,Ensino Fundamental,95.00
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Reprovação,Privada,Ensino Fundamental,3.50
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Abandono,Privada,Ensino Fundamental,1.50
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Aprovação,Pública,Ensino Fundamental,95.00
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Reprovação,Pública,Ensino Fundamental,3.50
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Abandono,Pública,Ensino Fundamental,1.50
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Aprovação,Total,Ensino Fundamental,95.00
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Reprovação,Total,Ensino Fundamental,3.50
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Abandono,Total,Ensino Fundamental,1.50
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Aprovação,Estadual,Ensino Médio,95.00
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Reprovação,Estadual,Ensino Médio,3.50
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Abandono,Estadual,Ensino Médio,1.50
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Aprovação,Municipal,Ensino Médio,95.00
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Reprovação,Municipal,Ensino Médio,3.50
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Abandono,Municipal,Ensino Médio,1.50
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Aprovação,Federal,Ensino Médio,95.00
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Reprovação,Federal,Ensino Médio,3.50
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Abandono,Federal,Ensino Médio,1.50
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Aprovação,Privada,Ensino Médio,95.00
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Reprovação,Privada,Ensino Médio,3.50
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Abandono,Privada,Ensino Médio,1.50
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Aprovação,Pública,Ensino Médio,95.00
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Reprovação,Pública,Ensino Médio,3.50
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Abandono,Pública,Ensino Médio,1.50
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Aprovação,Total,Ensino Médio,95.00
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Reprovação,Total,Ensino Médio,3.50
2706307,Palmeira dos Índios,2021,indicadores_rendimento,Taxa de Abandono,Total,Ensino Médio,1.50
2706307,Palmeira dos Índios,2022,censo_escolar,Matrícula,Estadual,Educação Infantil,1620.0
2706307,Palmeira dos Índios,2022,censo_escolar,Escolas,Estadual,Educação Infantil,15.0
2706307,Palmeira dos Índios,2022,censo_escolar,Matrícula,Municipal,Educação Infantil,2000.0
2706307,Palmeira dos Índios,2022,censo_escolar,Escolas,Municipal,Educação Infantil,20.0
2706307,Palmeira dos Índios,2022,censo_escolar,Matrícula,Federal,Educação Infantil,0.0
2706307,Palmeira dos Índios,2022,censo_escolar,Escolas,Federal,Educação Infantil,0.0
2706307,Palmeira dos Índios,2022,censo_escolar,Matrícula,Privada,Educação Infantil,1500.0
2706307,Palmeira dos Índios,2022,censo_escolar,Escolas,Privada,Educação Infantil,15.0
2706307,Palmeira dos Índios,2022,censo_escolar,Matrícula,Pública,Educação Infantil,3620.0
2706307,Palmeira dos Índios,2022,censo_escolar,Escolas,Pública,Educação Infantil,35.0
2706307,Palmeira dos Índios,2022,censo_escolar,Matrícula,Total,Educação Infantil,5120.0
2706307,Palmeira dos Índios,2022,censo_escolar,Escolas,Total,Educação Infantil,50.0
2706307,Palmeira dos Índios,2022,censo_escolar,Matrícula,Estadual,Ensino Fundamental,1620.0
2706307,Palmeira dos Índios,2022,censo_escolar,Escolas,Estadual,Ensino Fundamental,15.0
2706307,Palmeira dos Índios,2022,censo_escolar,Matrícula,Municipal,Ensino Fundamental,2000.0
2706307,Palmeira dos Índios,2022,censo_escolar,Escolas,Municipal,Ensino Fundamental,20.0
2706307,Palmeira dos Índios,2022,censo_escolar,Matrícula,Federal,Ensino Fundamental,0.0
2706307,Palmeira dos Índios,2022,censo_escolar,Escolas,Federal,Ensino Fundamental,0.0
2706307,Palmeira dos Índios,2022,censo_escolar,Matrícula,Privada,Ensino Fundamental,1500.0
2706307,Palmeira dos Índios,2022,censo_escolar,Escolas,Privada,Ensino Fundamental,15.0
2706307,Palmeira dos Índios,2022,censo_escolar,Matrícula,Pública,Ensino Fundamental,3620.0
2706307,Palmeira dos Índios,2022,censo_escolar,Escolas,Pública,Ensino Fundamental,35.0
2706307,Palmeira dos Índios,2022,censo_escolar,Matrícula,Total,Ensino Fundamental,5120.0
2706307,Palmeira dos Índios,2022,censo_escolar,Escolas,Total,Ensino Fundamental,50.0
2706307,Palmeira dos Índios,2022,censo_escolar,Matrícula,Estadual,Ensino Médio,1620.0
2706307,Palmeira dos Índios,2022,censo_escolar,Escolas,Estadual,Ensino Médio,15.0
2706307,Palmeira dos Índios,2022,censo_escolar,Matrícula,Municipal,Ensino Médio,2000.0
2706307,Palmeira dos Índios,2022,censo_escolar,Escolas,Municipal,Ensino Médio,20.0
2706307,Palmeira dos Índios,2022,censo_escolar,Matrícula,Federal,Ensino Médio,0.0
2706307,Palmeira dos Índios,2022,censo_escolar,Escolas,Federal,Ensino Médio,0.0
2706307,Palmeira dos Índios,2022,censo_escolar,Matrícula,Privada,Ensino Médio,1500.0
2706307,Palmeira dos Índios,2022,censo_escolar,Escolas,Privada,Ensino Médio,15.0
2706307,Palmeira dos Índios,2022,censo_escolar,Matrícula,Pública,Ensino Médio,3620.0
2706307,Palmeira dos Índios,2022,censo_escolar,Escolas,Pública,Ensino Médio,35.0
2706307,Palmeira dos Índios,2022,censo_escolar,Matrícula,Total,Ensino Médio,5120.0
2706307,Palmeira dos Índios,2022,censo_escolar,Escolas,Total,Ensino Médio,50.0
2706307,Palmeira dos Índios,2022,censo_escolar,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),1620.0
2706307,Palmeira dos Índios,2022,censo_escolar,Escolas,Estadual,Educação de Jovens e Adultos (EJA),15.0
2706307,Palmeira dos Índios,2022,censo_escolar,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),2000.0
2706307,Palmeira dos Índios,2022,censo_escolar,Escolas,Municipal,Educação de Jovens e Adultos (EJA),20.0
2706307,Palmeira dos Índios,2022,censo_escolar,Matrícula,Federal,Educação de Jovens e Adultos (EJA),0.0
2706307,Palmeira dos Índios,2022,censo_escolar,Escolas,Federal,Educação de Jovens e Adultos (EJA),0.0
2706307,Palmeira dos Índios,2022,censo_escolar,Matrícula,Privada,Educação de Jovens e Adultos (EJA),1500.0
2706307,Palmeira dos Índios,2022,censo_escolar,Escolas,Privada,Educação de Jovens e Adultos (EJA),15.0
2706307,Palmeira dos Índios,2022,censo_escolar,Matrícula,Pública,Educação de Jovens e Adultos (EJA),3620.0
2706307,Palmeira dos Índios,2022,censo_escolar,Escolas,Pública,Educação de Jovens e Adultos (EJA),35.0
2706307,Palmeira dos Índios,2022,censo_escolar,Matrícula,Total,Educação de Jovens e Adultos (EJA),5120.0
2706307,Palmeira dos Índios,2022,censo_escolar,Escolas,Total,Educação de Jovens e Adultos (EJA),50.0
2706307,Palmeira dos Índios,2022,censo_escolar,Matrícula,Estadual,Educação Profissional,1620.0
2706307,Palmeira dos Índios,2022,censo_escolar,Escolas,Estadual,Educação Profissional,15.0
2706307,Palmeira dos Índios,2022,censo_escolar,Matrícula,Municipal,Educação Profissional,2000.0
2706307,Palmeira dos Índios,2022,censo_escolar,Escolas,Municipal,Educação Profissional,20.0
2706307,Palmeira dos Índios,2022,censo_escolar,Matrícula,Federal,Educação Profissional,0.0
2706307,Palmeira dos Índios,2022,censo_escolar,Escolas,Federal,Educação Profissional,0.0
2706307,Palmeira dos Índios,2022,censo_escolar,Matrícula,Privada,Educação Profissional,1500.0
2706307,Palmeira dos Índios,2022,censo_escolar,Escolas,Privada,Educação Profissional,15.0
2706307,Palmeira dos Índios,2022,censo_escolar,Matrícula,Pública,Educação Profissional,3620.0
2706307,Palmeira dos Índios,2022,censo_escolar,Escolas,Pública,Educação Profissional,35.0
2706307,Palmeira dos Índios,2022,censo_escolar,Matrícula,Total,Educação Profissional,5120.0
2706307,Palmeira dos Índios,2022,censo_escolar,Escolas,Total,Educação Profissional,50.0
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Aprovação,Estadual,Ensino Fundamental,95.00
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Reprovação,Estadual,Ensino Fundamental,3.50
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Abandono,Estadual,Ensino Fundamental,1.50
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Aprovação,Municipal,Ensino Fundamental,95.00
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Reprovação,Municipal,Ensino Fundamental,3.50
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Abandono,Municipal,Ensino Fundamental,1.50
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Aprovação,Federal,Ensino Fundamental,95.00
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Reprovação,Federal,Ensino Fundamental,3.50
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Abandono,Federal,Ensino Fundamental,1.50
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Aprovação,Privada,Ensino Fundamental,95.00
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Reprovação,Privada,Ensino Fundamental,3.50
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Abandono,Privada,Ensino Fundamental,1.50
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Aprovação,Pública,Ensino Fundamental,95.00
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Reprovação,Pública,Ensino Fundamental,3.50
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Abandono,Pública,Ensino Fundamental,1.50
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Aprovação,Total,Ensino Fundamental,95.00
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Reprovação,Total,Ensino Fundamental,3.50
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Abandono,Total,Ensino Fundamental,1.50
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Aprovação,Estadual,Ensino Médio,95.00
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Reprovação,Estadual,Ensino Médio,3.50
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Abandono,Estadual,Ensino Médio,1.50
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Aprovação,Municipal,Ensino Médio,95.00
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Reprovação,Municipal,Ensino Médio,3.50
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Abandono,Municipal,Ensino Médio,1.50
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Aprovação,Federal,Ensino Médio,95.00
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Reprovação,Federal,Ensino Médio,3.50
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Abandono,Federal,Ensino Médio,1.50
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Aprovação,Privada,Ensino Médio,95.00
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Reprovação,Privada,Ensino Médio,3.50
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Abandono,Privada,Ensino Médio,1.50
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Aprovação,Pública,Ensino Médio,95.00
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Reprovação,Pública,Ensino Médio,3.50
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Abandono,Pública,Ensino Médio,1.50
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Aprovação,Total,Ensino Médio,95.00
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Reprovação,Total,Ensino Médio,3.50
2706307,Palmeira dos Índios,2022,indicadores_rendimento,Taxa de Abandono,Total,Ensino Médio,1.50
2706307,Palmeira dos Índios,2022,censo_demografico,Pessoas Alfabetizadas,Não se aplica,Pessoas de 15 anos ou mais de idade,85000.0
2706307,Palmeira dos Índios,2022,censo_demografico,Pessoas Total,Não se aplica,Pessoas de 15 anos ou mais de idade,100000.0
2706307,Palmeira dos Índios,2022,censo_demografico,Taxa de Alfabetização,Não se aplica,Pessoas de 15 anos ou mais de idade,85.00
2706307,Palmeira dos Índios,2022,censo_demografico,Taxa de Analfabetismo,Não se aplica,Pessoas de 15 anos ou mais de idade,15.00
2706307,Palmeira dos Índios,2023,censo_escolar,Matrícula,Estadual,Educação Infantil,750.0
2706307,Palmeira dos Índios,2023,censo_escolar,Escolas,Estadual,Educação Infantil,15.0
2706307,Palmeira dos Índios,2023,censo_escolar,Matrícula,Municipal,Educação Infantil,875.0
2706307,Palmeira dos Índios,2023,censo_escolar,Escolas,Municipal,Educação Infantil,20.0
2706307,Palmeira dos Índios,2023,censo_escolar,Matrícula,Federal,Educação Infantil,0.0
2706307,Palmeira dos Índios,2023,censo_escolar,Escolas,Federal,Educação Infantil,0.0
2706307,Palmeira dos Índios,2023,censo_escolar,Matrícula,Privada,Educação Infantil,875.0
2706307,Palmeira dos Índios,2023,censo_escolar,Escolas,Privada,Educação Infantil,15.0
2706307,Palmeira dos Índios,2023,censo_escolar,Matrícula,Pública,Educação Infantil,1625.0
2706307,Palmeira dos Índios,2023,censo_escolar,Escolas,Pública,Educação Infantil,35.0
2706307,Palmeira dos Índios,2023,censo_escolar,Escolas,Total,Educação Infantil,50.0
2706307,Palmeira dos Índios,2023,censo_escolar,Matrícula,Estadual,Ensino Fundamental,3600.0
2706307,Palmeira dos Índios,2023,censo_escolar,Escolas,Estadual,Ensino Fundamental,15.0
2706307,Palmeira dos Índios,2023,censo_escolar,Matrícula,Municipal,Ensino Fundamental,4200.0
2706307,Palmeira dos Índios,2023,censo_escolar,Escolas,Municipal,Ensino Fundamental,20.0
2706307,Palmeira dos Índios,2023,censo_escolar,Matrícula,Federal,Ensino Fundamental,0.0
2706307,Palmeira dos Índios,2023,censo_escolar,Escolas,Federal,Ensino Fundamental,0.0
2706307,Palmeira dos Índios,2023,censo_escolar,Matrícula,Privada,Ensino Fundamental,4200.0
2706307,Palmeira dos Índios,2023,censo_escolar,Escolas,Privada,Ensino Fundamental,15.0
2706307,Palmeira dos Índios,2023,censo_escolar,Matrícula,Pública,Ensino Fundamental,7800.0
2706307,Palmeira dos Índios,2023,censo_escolar,Escolas,Pública,Ensino Fundamental,35.0
2706307,Palmeira dos Índios,2023,censo_escolar,Escolas,Total,Ensino Fundamental,50.0
2706307,Palmeira dos Índios,2023,censo_escolar,Matrícula,Estadual,Ensino Médio,1200.0
2706307,Palmeira dos Índios,2023,censo_escolar,Escolas,Estadual,Ensino Médio,15.0
2706307,Palmeira dos Índios,2023,censo_escolar,Matrícula,Municipal,Ensino Médio,1400.0
2706307,Palmeira dos Índios,2023,censo_escolar,Escolas,Municipal,Ensino Médio,20.0
2706307,Palmeira dos Índios,2023,censo_escolar,Matrícula,Federal,Ensino Médio,0.0
2706307,Palmeira dos Índios,2023,censo_escolar,Escolas,Federal,Ensino Médio,0.0
2706307,Palmeira dos Índios,2023,censo_escolar,Matrícula,Privada,Ensino Médio,1400.0
2706307,Palmeira dos Índios,2023,censo_escolar,Escolas,Privada,Ensino Médio,15.0
2706307,Palmeira dos Índios,2023,censo_escolar,Matrícula,Pública,Ensino Médio,2600.0
2706307,Palmeira dos Índios,2023,censo_escolar,Escolas,Pública,Ensino Médio,35.0
2706307,Palmeira dos Índios,2023,censo_escolar,Escolas,Total,Ensino Médio,50.0
2706307,Palmeira dos Índios,2023,censo_escolar,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),240.0
